ric,issuer,underlying,date,spot,sigma,mkt_px,model_px,cheap_pct,engine
JP226707964=,Relo Group,8876.T,2025-06-20,1699.0,0.3510907847371089,95.75,89.46443360798175,-6.564560200541257,Tree
JP226707964=,Relo Group,8876.T,2025-06-23,1713.0,0.3516649802733511,95.875,89.58317602316323,-6.56252826788711,Tree
JP226707964=,Relo Group,8876.T,2025-06-24,1718.0,0.3513547325520468,95.875,89.61443818274999,-6.529921061016957,Tree
JP226707964=,Relo Group,8876.T,2025-06-25,1721.5,0.3491278949688208,95.875,89.59858693141793,-6.5464543088209375,Tree
JP226707964=,Relo Group,8876.T,2025-06-26,1735.5,0.34540686230618645,95.875,89.61014080935865,-6.534403327917962,Tree
JP226707964=,Relo Group,8876.T,2025-06-27,1725.0,0.3455310255913203,95.875,89.56470047661452,-6.581798720610671,Tree
JP226707964=,Relo Group,8876.T,2025-06-30,1708.5,0.34514821898804304,95.875,89.49578449085936,-6.653679800928955,Tree
JP226707964=,Relo Group,8876.T,2025-07-01,1656.0,0.3494931774139648,95.75,89.11469840636562,-6.92981889674609,Tree
JP226707964=,Relo Group,8876.T,2025-07-02,1677.5,0.3487622711230488,95.75,89.41747513574704,-6.613602991386903,Tree
JP226707964=,Relo Group,8876.T,2025-07-03,1677.0,0.32938601236968446,95.75,88.90040633569318,-7.15362262590791,Tree
JP226707964=,Relo Group,8876.T,2025-07-04,1679.0,0.3163785656318795,95.75,88.70645185018607,-7.356186057246925,Tree
JP226707964=,Relo Group,8876.T,2025-07-07,1679.5,0.31363755623239,95.75,88.696708295668,-7.366362093297124,Tree
JP226707964=,Relo Group,8876.T,2025-07-08,1685.0,0.2881520314008857,95.75,88.20778011800525,-7.876992043858751,Tree
JP226707964=,Relo Group,8876.T,2025-07-09,1684.0,0.28708178665296513,95.75,88.20259007952208,-7.882412449585292,Tree
JP226707964=,Relo Group,8876.T,2025-07-10,1685.5,0.2868629290486526,95.75,88.21644411541025,-7.867943482600256,Tree
JP226707964=,Relo Group,8876.T,2025-07-11,1700.5,0.2872035853644562,95.75,88.27960665764597,-7.801977381048594,Tree
JP226707964=,Relo Group,8876.T,2025-07-14,1702.0,0.28713951075938604,95.75,88.31962872877402,-7.76017887334306,Tree
JP226707964=,Relo Group,8876.T,2025-07-15,1689.5,0.28267164666869976,95.75,88.23376555033741,-7.849853211135866,Tree
JP226707964=,Relo Group,8876.T,2025-07-16,1710.0,0.27544776160421575,95.75,88.21260773250481,-7.871950148820045,Tree
JP226707964=,Relo Group,8876.T,2025-07-17,1723.5,0.27603684292814423,95.75,88.27405258317025,-7.807777981023242,Tree
JP226707964=,Relo Group,8876.T,2025-07-18,1721.0,0.2760339398825383,95.75,88.27846026260012,-7.803174660469849,Tree
JP226707964=,Relo Group,8876.T,2025-07-21,1721.0,0.2760339398825383,95.75,88.31480394688485,-7.765217810041931,Tree
JP226707964=,Relo Group,8876.T,2025-07-22,1704.5,0.2765352624893318,95.75,88.283071426799,-7.798358823186426,Tree
JP226707964=,Relo Group,8876.T,2025-07-23,1731.5,0.27775974621090505,95.875,88.39429914293041,-7.80255630463582,Tree
JP226707964=,Relo Group,8876.T,2025-07-24,1737.5,0.2777800272427269,95.875,88.42504803729011,-7.770484446112009,Tree
JP226707964=,Relo Group,8876.T,2025-07-25,1732.0,0.277813528464185,96.4375,88.4207242541794,-8.312923650883313,Tree
JP226707964=,Relo Group,8876.T,2025-07-28,1719.5,0.2733605948247011,96.4375,88.3592567218266,-8.376661856822713,Tree
JP226707964=,Relo Group,8876.T,2025-07-29,1725.0,0.27352371296813394,96.4375,88.39032976969347,-8.344440938749486,Tree
JP226707964=,Relo Group,8876.T,2025-07-30,1753.5,0.2658937037557905,96.5625,88.38632944393466,-8.467231643821716,Tree
JP226707964=,Relo Group,8876.T,2025-07-31,1743.0,0.2657307580247702,96.5625,88.24518108611589,-8.613404700462507,Tree
JP226707964=,Relo Group,8876.T,2025-08-01,1763.0,0.267047898091619,96.6875,88.45498769595362,-8.514557004831422,Tree
JP226707964=,Relo Group,8876.T,2025-08-04,1766.0,0.15450160090397103,96.6875,87.31428066179565,-9.694344499758863,Tree
JP226707964=,Relo Group,8876.T,2025-08-05,1766.5,0.15343016297273648,96.6875,87.31445606246598,-9.694163089886512,Tree
JP226707964=,Relo Group,8876.T,2025-08-06,1784.0,0.1543059172366098,96.6875,87.3474323726693,-9.660057015985208,Tree
JP226707964=,Relo Group,8876.T,2025-08-07,1803.5,0.15482365009425797,96.8125,87.3671531680596,-9.75632984577446,Tree
JP226707964=,Relo Group,8876.T,2025-08-08,1828.5,0.1537373055746034,96.9375,87.38570619098893,-9.853559055072674,Tree
JP226707964=,Relo Group,8876.T,2025-08-11,1828.5,0.1537373055746034,96.9375,87.43004965854242,-9.80781466559132,Tree
JP226707964=,Relo Group,8876.T,2025-08-12,1811.0,0.15330135079195067,96.625,87.4404541219254,-9.505351490892213,Tree
JP226707964=,Relo Group,8876.T,2025-08-13,1847.0,0.15783547553290336,96.75,87.49426939944196,-9.566646615563865,Tree
JP226707964=,Relo Group,8876.T,2025-08-14,1820.5,0.1544022073592139,96.625,87.473652214634,-9.4709938270282,Tree
JP226707964=,Relo Group,8876.T,2025-08-15,1797.5,0.1565442502264099,96.5,87.48663198297805,-9.340277737846577,Tree
JP226707964=,Relo Group,8876.T,2025-08-18,1816.0,0.15642462668061663,96.625,87.53473951684524,-9.407772815684105,Tree
JP226707964=,Relo Group,8876.T,2025-08-19,1851.0,0.15370730942412975,96.75,87.57442678593851,-9.483796603681123,Tree
JP226707964=,Relo Group,8876.T,2025-08-20,1847.5,0.1520054738439289,96.75,87.56458880351225,-9.493965060969249,Tree
JP226707964=,Relo Group,8876.T,2025-08-21,1831.5,0.1529950264984642,96.75,87.57740610162999,-9.480717207617582,Tree
JP226707964=,Relo Group,8876.T,2025-08-22,1816.0,0.15205963249608126,96.75,87.58752591887806,-9.470257448188054,Tree
JP226707964=,Relo Group,8876.T,2025-08-25,1810.0,0.15216364609218405,96.75,87.63074644889141,-9.425585065745308,Tree
JP226707964=,Relo Group,8876.T,2025-08-26,1801.0,0.15260732569818367,96.75,87.64426579120202,-9.411611585320912,Tree
JP226707964=,Relo Group,8876.T,2025-08-27,1785.5,0.15317014727497288,96.75,87.64408557579404,-9.411797854476447,Tree
JP226707964=,Relo Group,8876.T,2025-08-28,1765.5,0.15310466086436075,96.625,87.65549639624358,-9.282798037522817,Tree
JP226707964=,Relo Group,8876.T,2025-08-29,1745.0,0.15505988501886445,96.625,87.66943326226856,-9.268374372813915,Tree
JP226707964=,Relo Group,8876.T,2025-09-01,1723.5,0.15332551803008987,96.5,87.7044093829851,-9.114601675663103,Tree
JP226707964=,Relo Group,8876.T,2025-09-02,1720.5,0.15096555046414234,96.5,87.71456895836208,-9.104073618277637,Tree
JP226707964=,Relo Group,8876.T,2025-09-03,1726.5,0.1510147674534252,96.5,87.72998312431321,-9.088100389312737,Tree
JP226707964=,Relo Group,8876.T,2025-09-04,1723.5,0.14710405421819434,96.5,87.74240768029472,-9.07522520176713,Tree
JP226707964=,Relo Group,8876.T,2025-09-05,1729.5,0.14706768124467637,96.5,87.75777395628691,-9.059301599702682,Tree
JP226707964=,Relo Group,8876.T,2025-09-08,1760.0,0.15104047022281794,97.0,87.81627743981143,-9.467755216689248,Tree
JP226707964=,Relo Group,8876.T,2025-09-09,1765.0,0.15067160369102625,97.0,87.83144788884684,-9.452115578508414,Tree
JP226707964=,Relo Group,8876.T,2025-09-10,1759.0,0.1508464720960344,97.0,87.84567492089133,-9.43744853516358,Tree
JP226707964=,Relo Group,8876.T,2025-09-11,1755.5,0.15048172621789022,97.0,87.8597331861997,-9.422955478144635,Tree
JP226707964=,Relo Group,8876.T,2025-09-12,1774.5,0.1518263104569563,97.0,87.87831090547277,-9.403803190234255,Tree
JP226707964=,Relo Group,8876.T,2025-09-15,1774.5,0.1518263104569563,97.0,87.92286286413058,-9.357873335947858,Tree
JP226707964=,Relo Group,8876.T,2025-09-16,1826.0,0.16199982933294935,97.125,87.99492457368024,-9.400335059273887,Tree
JP226707964=,Relo Group,8876.T,2025-09-17,1831.5,0.16197210564538983,97.125,88.01131588663904,-9.383458546574992,Tree
JP226707964=,Relo Group,8876.T,2025-09-18,1834.5,0.16133633972999442,97.0,88.02558863694551,-9.25197047737576,Tree
JP226707964=,Relo Group,8876.T,2025-09-19,1812.0,0.16359533902605425,96.875,88.03773304970552,-9.122340077723331,Tree
JP226707964=,Relo Group,8876.T,2025-09-22,1804.0,0.16393146646388967,96.875,88.07981244292408,-9.07890328472353,Tree
JP226707964=,Relo Group,8876.T,2025-09-23,1804.0,0.16393146646388967,96.875,88.0944688608966,-9.063774079074479,Tree
JP226707964=,Relo Group,8876.T,2025-09-24,1823.0,0.16444770478921827,97.0,88.11638869560895,-9.158362169475312,Tree
JP226707964=,Relo Group,8876.T,2025-09-25,1822.5,0.1638488343555328,97.0,88.12961204279998,-9.144729852783529,Tree
JP226707964=,Relo Group,8876.T,2025-09-26,1836.0,0.16289940703729994,97.0,88.1466338869823,-9.127181559812062,Tree
JP226707964=,Relo Group,8876.T,2025-09-29,1810.0,0.15201455367029557,96.875,88.13550636208038,-9.021412787529933,Tree
JP226707964=,Relo Group,8876.T,2025-09-30,1784.5,0.15343056167956706,97.0,88.14832130146853,-9.12544195724894,Tree
JP226707964=,Relo Group,8876.T,2025-10-01,1726.0,0.16857147535265193,96.875,88.18280273386813,-8.972590726329672,Tree
JP226707964=,Relo Group,8876.T,2025-10-02,1678.5,0.1781549101535168,96.75,88.20043651386884,-8.836758125200168,Tree
JP226707964=,Relo Group,8876.T,2025-10-03,1690.5,0.17874273912359837,96.75,88.21844897849306,-8.81814059070485,Tree
JP226707964=,Relo Group,8876.T,2025-10-06,1700.0,0.17897891769058372,96.875,88.26505893291133,-8.887681101510884,Tree
JP226707964=,Relo Group,8876.T,2025-10-07,1711.0,0.1794281959879314,96.875,88.30138588352152,-8.850182313784238,Tree
JP226707964=,Relo Group,8876.T,2025-10-08,1732.0,0.18105805903431996,96.875,88.32606414186384,-8.824707982592168,Tree
JP226707964=,Relo Group,8876.T,2025-10-09,1721.5,0.18069011181678726,96.875,88.33658768781446,-8.813844967417333,Tree
JP226707964=,Relo Group,8876.T,2025-10-10,1692.5,0.18402791291188295,96.75,88.34848126217844,-8.683740297489987,Tree
JP226707964=,Relo Group,8876.T,2025-10-13,1692.5,0.18402791291188295,96.75,88.39241952136548,-8.63832607610803,Tree
JP226707964=,Relo Group,8876.T,2025-10-14,1665.5,0.18631178172339447,96.625,88.4028318685985,-8.509358997569473,Tree
JP226707964=,Relo Group,8876.T,2025-10-15,1660.0,0.18466125372090797,96.625,88.3968799181762,-8.515518842767197,Tree
JP226707964=,Relo Group,8876.T,2025-10-16,1671.0,0.18443948951378705,96.625,88.413671274594,-8.498140983602593,Tree
JP226707964=,Relo Group,8876.T,2025-10-17,1675.5,0.18454318384102208,96.625,88.4320509321096,-8.479119345811535,Tree
JP226707964=,Relo Group,8876.T,2025-10-20,1672.0,0.18360029565588884,96.625,88.47178171303109,-8.438000814456824,Tree
JP226707964=,Relo Group,8876.T,2025-10-21,1683.0,0.18116761467196782,96.625,88.48569435156192,-8.42360222348055,Tree
JP226707964=,Relo Group,8876.T,2025-10-22,1692.5,0.1814189002889463,96.625,88.50271835523768,-8.405983590957128,Tree
JP226707964=,Relo Group,8876.T,2025-10-23,1705.0,0.18201354672095985,97.25,88.53891467418993,-8.957414216771285,Tree
JP226707964=,Relo Group,8876.T,2025-10-24,1680.0,0.18385988854915888,97.125,88.53278453596364,-8.84655388832572,Tree
JP226707964=,Relo Group,8876.T,2025-10-27,1702.0,0.18573566454010276,97.125,88.60378013059503,-8.773456750996111,Tree
JP226707964=,Relo Group,8876.T,2025-10-28,1692.0,0.18286377540639237,97.125,88.59310406314961,-8.784448841030002,Tree
JP226707964=,Relo Group,8876.T,2025-10-29,1657.0,0.18717027044139195,97.0,88.60598095445108,-8.653627882009191,Tree
JP226707964=,Relo Group,8876.T,2025-10-30,1659.0,0.18550620378341512,97.0,88.61905799423948,-8.640146397691256,Tree
JP226707964=,Relo Group,8876.T,2025-10-31,1658.0,0.18542373463010314,97.0,88.63350177121461,-8.625255905964318,Tree
JP226707964=,Relo Group,8876.T,2025-11-03,1658.0,0.18542373463010314,97.0,88.6777534634854,-8.579635604654225,Tree
JP226707964=,Relo Group,8876.T,2025-11-04,1651.5,0.1854938933478435,95.895,88.69126777120712,-7.512104102187678,Tree
JP226707964=,Relo Group,8876.T,2025-11-05,1634.0,0.18507763951392178,95.845,88.70193784429107,-7.452722787530838,Tree
JP226707964=,Relo Group,8876.T,2025-11-06,1639.5,0.18359871927591948,95.845,88.71595743553324,-7.438095429565192,Tree
JP226707964=,Relo Group,8876.T,2025-11-07,1656.0,0.1824351099952378,95.884,88.73259831161745,-7.458388978747808,Tree
JP226707964=,Relo Group,8876.T,2025-11-10,1667.0,0.182441871427011,95.895,88.77908684495169,-7.4205257365329835,Tree
JP226707964=,Relo Group,8876.T,2025-11-11,1672.5,0.177466725536042,95.903,88.78865165726745,-7.418275072450867,Tree
JP226707964=,Relo Group,8876.T,2025-11-12,1688.5,0.17689223852982264,97.0,88.80590356761682,-8.447522095240387,Tree
JP226707964=,Relo Group,8876.T,2025-11-13,1685.0,0.17531168747146533,97.0,88.80861438866704,-8.444727434363877,Tree
JP226707964=,Relo Group,8876.T,2025-11-14,1777.5,0.2062756289078784,97.25,89.024273614462,-8.45833047356092,Tree
JP226707964=,Relo Group,8876.T,2025-11-17,1754.0,0.2039420168402111,97.125,89.04035627363037,-8.32395750462768,Tree
JP226707964=,Relo Group,8876.T,2025-11-18,1702.0,0.2123983120745909,97.0,89.05053852720849,-8.195321105970631,Tree
JP226707964=,Relo Group,8876.T,2025-11-19,1703.0,0.2118899116050245,97.0,89.0634553696887,-8.182004773516807,Tree
JP226707964=,Relo Group,8876.T,2025-11-20,1690.0,0.21177592716120466,97.0,89.03516808619324,-8.211166921450271,Tree
JP226707964=,Relo Group,8876.T,2025-11-21,1725.5,0.21637938657767802,97.125,89.12593482060589,-8.23584574454992,Tree
JP226707964=,Relo Group,8876.T,2025-11-24,1725.5,0.21637938657767802,97.125,89.16846905532894,-8.192052452685775,Tree
JP226707964=,Relo Group,8876.T,2025-11-25,1753.0,0.2188027627375509,97.25,89.26178093752675,-8.21410700511388,Tree
JP226707964=,Relo Group,8876.T,2025-11-26,1730.0,0.21971515706691158,97.25,89.21314269234229,-8.264120624840835,Tree
JP226707964=,Relo Group,8876.T,2025-11-27,1722.5,0.21874261469817605,97.25,89.21804860554172,-8.259075984018791,Tree
JP226707964=,Relo Group,8876.T,2025-11-28,1715.0,0.2176623521982982,97.0,89.22254533223672,-8.017994502848742,Tree
JP226707964=,Relo Group,8876.T,2025-12-01,1715.0,0.2162191321735358,97.0,89.25944410009164,-7.979954535987998,Tree
JP226707964=,Relo Group,8876.T,2025-12-02,1700.0,0.2169187556252316,97.0,89.26545431414183,-7.973758439029037,Tree
JP226707964=,Relo Group,8876.T,2025-12-03,1663.0,0.22124271799423123,96.875,89.26943516265574,-7.850905638548915,Tree
JP226707964=,Relo Group,8876.T,2025-12-04,1674.0,0.2217138699609071,96.875,89.29343246347311,-7.8261342312535636,Tree
JP226707964=,Relo Group,8876.T,2025-12-05,1674.5,0.2215694561357397,96.875,89.30741856143388,-7.811696968842449,Tree
JP226707964=,Relo Group,8876.T,2025-12-08,1682.0,0.21868390545674948,96.875,89.34430192749102,-7.773623816783466,Tree
JP226707964=,Relo Group,8876.T,2025-12-09,1676.0,0.21862965488413974,96.875,89.35392338440234,-7.7636919902943635,Tree
JP226707964=,Relo Group,8876.T,2025-12-10,1690.0,0.2193539556328006,96.875,89.38103322643391,-7.735707637229508,Tree
JP226707964=,Relo Group,8876.T,2025-12-11,1663.5,0.22149010927579418,96.092,89.38418213164552,-6.980620518205971,Tree
JP226707964=,Relo Group,8876.T,2025-12-12,1682.5,0.22162425036307878,96.137,89.41264933061129,-6.994550141349025,Tree
JP226707964=,Relo Group,8876.T,2025-12-15,1721.0,0.21859202304714234,96.225,89.47136706928143,-7.018584495420699,Tree
JP226707964=,Relo Group,8876.T,2025-12-16,1707.0,0.21891389908649803,96.19,89.47665479439868,-6.979254814015297,Tree
JP226707964=,Relo Group,8876.T,2025-12-17,1692.5,0.21934048674763743,96.16,89.48198510922005,-6.94469102618547,Tree
JP226707964=,Relo Group,8876.T,2025-12-18,1725.0,0.2219795897745886,96.309,89.52869541516178,-7.040156771265635,Tree
JP226707964=,Relo Group,8876.T,2025-12-19,1726.0,0.22187121929315395,96.31,89.54210285577206,-7.027200855807231,Tree
JP226707964=,Relo Group,8876.T,2025-12-22,1722.5,0.2206689172436834,96.55,89.57428435376607,-7.224977365338087,Tree
JP226707964=,Relo Group,8876.T,2025-12-23,1730.0,0.22092739056733524,96.557,89.59379421209323,-7.211497652067456,Tree
JP226707964=,Relo Group,8876.T,2025-12-24,1730.0,0.22027828826140858,96.557,89.604417880651,-7.200495167982646,Tree
JP226707964=,Relo Group,8876.T,2025-12-25,1740.0,0.2189665522091897,97.625,89.61970068881452,-8.200050510817395,Tree
JP226707964=,Relo Group,8876.T,2025-12-26,1738.0,0.2171784430901966,97.625,89.6245019655529,-8.195132429651323,Tree
JP226707964=,Relo Group,8876.T,2025-12-29,1722.0,0.20714234844992627,96.537,89.58803552377032,-7.198239510477526,Tree
JP226707964=,Relo Group,8876.T,2025-12-30,1715.5,0.19915917782685058,96.278,89.55488700444005,-6.983021038617293,Tree
JP226707964=,Relo Group,8876.T,2025-12-31,1715.5,0.19915917782685058,97.625,89.56842821051674,-8.252570334938037,Tree
JP226707964=,Relo Group,8876.T,2026-01-01,1715.5,0.19915917782685058,97.625,89.58198291471517,-8.238685874811607,Tree
JP226707964=,Relo Group,8876.T,2026-01-02,1715.5,0.19915917782685058,97.625,89.59554636383743,-8.224792457016719,Tree
JP226707964=,Relo Group,8876.T,2026-01-05,1694.0,0.20038032585015583,96.23,89.6317608359959,-6.856738193914682,Tree
JP226707964=,Relo Group,8876.T,2026-01-06,1732.0,0.2050934420622279,96.333,89.69443344984182,-6.891269399020247,Tree
JP226707964=,Relo Group,8876.T,2026-01-07,1723.0,0.20499640666363084,96.308,89.70328614279477,-6.857907813686548,Tree
JP226707964=,Relo Group,8876.T,2026-01-08,1731.0,0.2036959527764184,96.57,89.71701289096876,-7.0963934027454005,Tree
JP226707964=,Relo Group,8876.T,2026-01-09,1754.0,0.20504644403582523,96.38,89.74497476214651,-6.884234527758336,Tree
JP226707964=,Relo Group,8876.T,2026-01-12,1754.0,0.20504644403582523,97.75,89.7851791060723,-8.148154367189457,Tree
JP226707964=,Relo Group,8876.T,2026-01-13,1754.5,0.20190591081318354,96.375,89.79040067229224,-6.83226908192764,Tree
JP226707964=,Relo Group,8876.T,2026-01-14,1770.0,0.19958992973965628,96.416,89.80490969315514,-6.856839432091,Tree
JP226707964=,Relo Group,8876.T,2026-01-15,1794.0,0.20097117067955086,96.5694,89.83341689663455,-6.975276954568896,Tree
JP226707964=,Relo Group,8876.T,2026-01-16,1794.5,0.20068004074817847,96.455,89.8462761134064,-6.851613588298787,Tree
JP226707964=,Relo Group,8876.T,2026-01-19,1802.0,0.20074914381362827,96.678,89.89026672067718,-7.020969899380233,Tree
JP226707964=,Relo Group,8876.T,2026-01-20,1794.5,0.20093730493264653,96.455,89.90062906191261,-6.795263011857745,Tree
JP226707964=,Relo Group,8876.T,2026-01-21,1763.5,0.2041267619593263,96.36,89.90794309632729,-6.695783420166783,Tree
JP226707964=,Relo Group,8876.T,2026-01-22,1800.5,0.20791926283641857,96.472,89.9882111341261,-6.720902298981975,Tree
JP226707964=,Relo Group,8876.T,2026-01-23,1810.5,0.20771946556347823,96.486,90.00767473219169,-6.714264523151872,Tree
JP226707964=,Relo Group,8876.T,2026-01-26,1793.0,0.206356215823,96.656,90.02957299297775,-6.855680978958634,Tree
JP226707964=,Relo Group,8876.T,2026-01-27,1779.0,0.20564441362732971,96.401,89.99986071445981,-6.640117099968032,Tree
JP226707964=,Relo Group,8876.T,2026-01-28,1737.0,0.21125828198034438,96.525,90.00821115139541,-6.751399998554354,Tree
JP226707964=,Relo Group,8876.T,2026-01-29,1735.0,0.20664149565651388,96.522,90.00857972634533,-6.7481198831920945,Tree
JP226707964=,Relo Group,8876.T,2026-01-30,1752.0,0.20744582944360937,97.5,90.03216534200806,-7.659317597940454,Tree
JP226707964=,Relo Group,8876.T,2026-02-02,1751.5,0.20743711266268985,97.5,90.07222345255545,-7.618232356353387,Tree
JP226707964=,Relo Group,8876.T,2026-02-03,1769.5,0.20804253719451835,97.5,90.09574730266111,-7.594105330603989,Tree
JP226707964=,Relo Group,8876.T,2026-02-04,1770.0,0.20661888714508778,96.455,90.10567555979864,-6.582680462600547,Tree
JP226707964=,Relo Group,8876.T,2026-02-05,1808.5,0.21062375155041047,96.56,90.18880981028093,-6.598167139311384,Tree
JP226707964=,Relo Group,8876.T,2026-02-06,1787.5,0.2116109113546204,96.513,90.19098835701276,-6.55042496139095,Tree
JP226707964=,Relo Group,8876.T,2026-02-09,1817.0,0.21356377293120649,97.75,90.25877582427157,-7.663656445757988,Tree
JP226707964=,Relo Group,8876.T,2026-02-10,1839.0,0.21461937051212868,96.655,90.33754083427075,-6.536091423857273,Tree
JP226707964=,Relo Group,8876.T,2026-02-11,1839.0,0.21461937051212868,97.75,90.35039340570736,-7.56993001973671,Tree
JP226707964=,Relo Group,8876.T,2026-02-12,1841.5,0.21399130915632347,96.659,90.36241696448982,-6.51422323374976,Tree
JP226707964=,Relo Group,8876.T,2026-02-13,1837.0,0.21401832159355536,96.655,90.32780619802757,-6.546162952741636,Tree
JP226707964=,Relo Group,8876.T,2026-02-16,1812.0,0.18733177137490276,97.625,90.21616700639134,-7.589073488971734,Tree
JP226707964=,Relo Group,8876.T,2026-02-17,1830.0,0.18617075100071867,97.625,90.23316281210568,-7.571664212951933,Tree
JP226707964=,Relo Group,8876.T,2026-02-18,1816.0,0.17588356956157908,97.625,90.21021093911878,-7.595174454167703,Tree
JP226707964=,Relo Group,8876.T,2026-02-19,1846.5,0.178703082942557,96.671,90.25171094236237,-6.640346182037675,Tree
JP226707964=,Relo Group,8876.T,2026-02-20,1850.5,0.1777351330601174,96.679,90.26478465884679,-6.634548703599758,Tree
JP226707964=,Relo Group,8876.T,2026-02-23,1850.5,0.1777351330601174,96.675,90.30580271065625,-6.588256828904831,Tree
JP226707964=,Relo Group,8876.T,2026-02-24,1860.0,0.17339746052478605,96.701,90.31422693419036,-6.6046608264750475,Tree
JP226707964=,Relo Group,8876.T,2026-02-25,1880.0,0.17189822561322202,97.75,90.33110124098528,-7.589666249631431,Tree
JP226707964=,Relo Group,8876.T,2026-02-26,1916.5,0.17314177147466853,97.75,90.35810769424332,-7.5620381644569665,Tree
JP226707964=,Relo Group,8876.T,2026-02-27,1926.0,0.17280710929918458,97.75,90.37404174718384,-7.545737343034436,Tree
JP226707964=,Relo Group,8876.T,2026-03-02,1922.5,0.172499221440637,97.75,90.41343032921075,-7.505442118454471,Tree
JP226707964=,Relo Group,8876.T,2026-03-03,1890.0,0.17671770198362047,97.625,90.4252506137891,-7.374903340548935,Tree
JP226707964=,Relo Group,8876.T,2026-03-04,1887.0,0.17553946036139406,97.625,90.43584705026393,-7.364049116246934,Tree
JP226707964=,Relo Group,8876.T,2026-03-05,1906.0,0.1692993328445313,97.625,90.44351585254377,-7.356193748994859,Tree
JP226707964=,Relo Group,8876.T,2026-03-06,1928.5,0.17017084066068183,97.375,90.46560470185513,-7.0956562753734245,Tree
JP226707964=,Relo Group,8876.T,2026-03-09,1914.0,0.1713129303139967,97.375,90.50451587414344,-7.0556961497885125,Tree
JP226707964=,Relo Group,8876.T,2026-03-10,1935.5,0.17222004312153366,97.5,90.52635500608947,-7.152456404010795,Tree
JP226707964=,Relo Group,8876.T,2026-03-11,1947.5,0.17195403489184255,97.5,90.55220704314361,-7.1259414942116805,Tree
JP226707964=,Relo Group,8876.T,2026-03-12,1915.0,0.17592996921707746,97.375,90.55454852480983,-7.0043147370374,Tree
JP226707964=,Relo Group,8876.T,2026-03-13,1920.0,0.17200255932854744,97.375,90.56243033713282,-6.996220449671041,Tree
JP226707964=,Relo Group,8876.T,2026-03-16,1922.5,0.17101191652515418,97.375,90.60246216583812,-6.955109457419133,Tree
JP226707964=,Relo Group,8876.T,2026-03-17,1955.0,0.16847105526437567,97.5,90.62109370667723,-7.055288505972072,Tree
JP226707964=,Relo Group,8876.T,2026-03-18,1982.5,0.1687968866168158,97.625,90.66769240670271,-7.126563475848694,Tree
JP226707964=,Relo Group,8876.T,2026-03-19,1960.0,0.16968722018969715,97.5,90.65231104489617,-7.02327072318342,Tree
JP226707964=,Relo Group,8876.T,2026-03-20,1960.0,0.16968722018969715,97.5,90.6660317848579,-7.009198169376505,Tree
JP226707964=,Relo Group,8876.T,2026-03-23,1875.0,0.191182270973759,97.25,90.74764866483524,-6.686222452611579,Tree
JP226707964=,Relo Group,8876.T,2026-03-24,1911.5,0.19459607545092583,97.375,90.82078280082447,-6.730903413787445,Tree
JP226707964=,Relo Group,8876.T,2026-03-25,1961.5,0.20049509815594763,97.5,90.93912206919556,-6.729105570055833,Tree
JP226707964=,Relo Group,8876.T,2026-03-26,1973.5,0.2006068581583729,97.5,90.96465771208014,-6.702915167097292,Tree
JP226707964=,Relo Group,8876.T,2026-03-27,1967.5,0.20084207613660715,97.5,90.97285670551011,-6.694505943066553,Tree
JP226707964=,Relo Group,8876.T,2026-03-30,1905.0,0.21250585766754546,97.375,91.01152431812247,-6.535019955715052,Tree
JP226707964=,Relo Group,8876.T,2026-03-31,1890.0,0.213302917252793,97.625,91.013574583069,-6.772266752298078,Tree
JP226707964=,Relo Group,8876.T,2026-04-01,1961.5,0.22413161501339798,97.875,91.23137377357966,-6.787868430569949,Tree
JP226707964=,Relo Group,8876.T,2026-04-02,1968.5,0.22380916457989095,97.875,91.25149039354231,-6.767315051297765,Tree
JP226707964=,Relo Group,8876.T,2026-04-03,1998.0,0.22309081192663582,98.0,91.30104495934715,-6.835668408829437,Tree
JP226707964=,Relo Group,8876.T,2026-04-06,1994.0,0.21963007240447088,98.0,91.3073067695044,-6.829278806628169,Tree
JP226707964=,Relo Group,8876.T,2026-04-07,1991.0,0.21922335475093704,98.0,91.3124541477946,-6.824026379801432,Tree
JP226707964=,Relo Group,8876.T,2026-04-08,2002.0,0.21926796291620793,98.0,91.34091286568106,-6.794986871754018,Tree
JP226707964=,Relo Group,8876.T,2026-04-09,1966.0,0.22203396667603986,97.875,91.32183578224726,-6.695442368074317,Tree
JP226707964=,Relo Group,8876.T,2026-04-10,1945.0,0.2234965537076661,97.75,91.31469014576221,-6.583437191036098,Tree
JP226707964=,Relo Group,8876.T,2026-04-13,1947.0,0.22302039076715402,97.75,91.35137172821713,-6.545911275481195,Tree
JP226707964=,Relo Group,8876.T,2026-04-14,1930.5,0.22257564376469552,97.75,91.28339172447637,-6.615456036341305,Tree
JP226707964=,Relo Group,8876.T,2026-04-15,1947.0,0.22305727534404435,97.75,91.37646654079938,-6.520238832941806,Tree
JP226707964=,Relo Group,8876.T,2026-04-16,1980.0,0.22519420793371658,98.25,91.45137613259838,-6.91971894900928,Tree
JP226707964=,Relo Group,8876.T,2026-04-17,1974.0,0.22508440107371383,98.25,91.45439758618289,-6.916643678185351,Tree
JP226707964=,Relo Group,8876.T,2026-04-20,1984.0,0.22171928329190893,98.25,91.48176192901019,-6.888791929760621,Tree
JP226707964=,Relo Group,8876.T,2026-04-21,1982.5,0.21834282395179008,98.75,91.46776420145133,-7.374415998530298,Tree
